brand,line,model,size,slot,capacity_l,len_cm,wid_cm,hgt_cm,dia_cm,dims_state,dims_raw,dims_note,dims_source,dims_source_url,fabric,closure,shape,compression_straps,pockets,bags_per_listing,mounting_system,max_load,colorway_count,colorways,image_count,images,product_url
Outer Shell Adventure,Stem Caddy,Stem Caddy,1.2-1.7L,stembag,1.2,8.9,8.9,15.2,,packed,"3.5"" x 3.5"" x 6"" with a 2.5"" expandable drawcord section; 1.2L to 1.7L capacity; fits a 1L bottle","CORRECTED capacity only; dims confirmed. 8.9 x 8.9 x 15.2 = 1.20L, which is Outer Shell's stated 1.2L to the decimal, and letting the 2.5in drawcord collar out takes the height to 8.5in = 1.71L, which is their stated 1.7L to the decimal. So the stored dims are the closed bag and the stored 1.7L was the extended figure. Set capacity_l to the stated 1.2L to match the packed dims; the range stays in the size string.",maker,,Cordura (matte woven),,,,,1,,,0,,0,,https://www.outershell.com/products/stem-caddy
Outer Shell Adventure,Top Tube Bag,Top Tube Bag,0.9L,toptube,0.9,21.1,6.4,10.2,,unknown,,,none,,Cordura (matte woven),,,,,1,,,0,,0,,https://www.outershell.com/products/top-tube-bag
Outer Shell Adventure,Half Frame Bag,Half Frame Bag,Small,framebag_half,1.9,43.2,5.7,10.8,,unknown,,,none,,Cordura (matte woven),zip,wedge,0,slip,1,,,10,Black | Olive | Brown | Autumn | Duck Camo | Cow | Leopard | Multicam Black | Graphite ECOPAK | Marigold ECOPAK,0,,https://www.outershell.com/products/half-framebag
Outer Shell Adventure,Half Frame Bag,Half Frame Bag,Medium,framebag_half,3.1,47,5.7,13.3,,unknown,,,none,,Cordura (matte woven),zip,wedge,0,slip,1,,,10,Black | Olive | Brown | Autumn | Duck Camo | Cow | Leopard | Multicam Black | Graphite ECOPAK | Marigold ECOPAK,0,,https://www.outershell.com/products/half-framebag
Outer Shell Adventure,Half Frame Bag,Half Frame Bag,Large,framebag_half,3.5,50.8,5.7,14.6,,unknown,,,none,,Cordura (matte woven),zip,wedge,0,slip,1,,,10,Black | Olive | Brown | Autumn | Duck Camo | Cow | Leopard | Multicam Black | Graphite ECOPAK | Marigold ECOPAK,0,,https://www.outershell.com/products/half-framebag
Wizard Works,Presto,Lil Presto Barrel Bag,Small (1.8L),barbag,1.8,20,,,10.5,packed,"Small: ""20cm Wide x 10.5cm Diameter""; Large: ""22cm Wide x 14cm Diameter"". Size options ""Small 1.8L"" and ""Large 3.4L""","hard-shell barrel bag, no roll closure, so the stated size is the mounted size. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)","hard-shell lid, one-handed on-the-bike access",barrel,0,slip slip,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2021/04/lil_presto_2025_large_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2021/04/lil_presto_2025_small_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2021/04/lil_presto_2025_small_tan@1280x50.jpg | https://www.wizard.works/wp-content/uploads/2021/04/lil_presto_2025_large_tan@1280x-50.jpg,https://www.wizard.works/shop/lil-presto-barrel-bag/
Wizard Works,Presto,Lil Presto Barrel Bag,Large (3.5L),barbag,3.4,22,,,14,packed,"Small: ""20cm Wide x 10.5cm Diameter""; Large: ""22cm Wide x 14cm Diameter"". Size options ""Small 1.8L"" and ""Large 3.4L""","the size option is named 'Large 3.4L' on the page, not 3.5L as stored; capacity corrected. hard-shell barrel bag, no roll closure, so the stated size is the mounted size. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)","hard-shell lid, one-handed on-the-bike access",barrel,0,slip slip,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2021/04/lil_presto_2025_large_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2021/04/lil_presto_2025_small_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2021/04/lil_presto_2025_small_tan@1280x50.jpg | https://www.wizard.works/wp-content/uploads/2021/04/lil_presto_2025_large_tan@1280x-50.jpg,https://www.wizard.works/shop/lil-presto-barrel-bag/
Wizard Works,Voila,Voila Stem Bag,Medium,stembag,0.9,,,15,8,packed,"Volume 0.9L / 1.65L; Size 15cm Tall x 8cm Diameter (Medium), 17cm Tall x 9.5cm Diameter (Large); Weight 90g / 100g","matches the stored values. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",cinch,cylinder,,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2021/01/voila_2025_medium_black@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2021/01/voila_2025_large_black@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2021/01/voila_2025_medium_tan@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2021/01/voila_2025_large_tan@1280x-50.jpg,https://www.wizard.works/shop/voila-stem-bag/
Wizard Works,Voila,Voila Stem Bag,Large,stembag,1.65,,,17,9.5,packed,"Volume 0.9L / 1.65L; Size 15cm Tall x 8cm Diameter (Medium), 17cm Tall x 9.5cm Diameter (Large); Weight 90g / 100g","matches the stored values. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",cinch,cylinder,,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2021/01/voila_2025_medium_black@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2021/01/voila_2025_large_black@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2021/01/voila_2025_medium_tan@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2021/01/voila_2025_large_tan@1280x-50.jpg,https://www.wizard.works/shop/voila-stem-bag/
Wizard Works,Go-Go,Go-Go Top Tube Bag,Small (0.8L),toptube,0.8,21,7,8,,packed,"Volume 0.8L / 1L; Size 21w x 7d x 8h cm (Small), 21w x 7d x 11h cm (Medium); Weight 110g / 125g","matches the stored values. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,,,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_medium_olive.jpg | https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_small_olive.jpg | https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_small_black.jpg | https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_medium_black.jpg,https://www.wizard.works/shop/go-go-top-tube-bag/
Wizard Works,Go-Go,Go-Go Top Tube Bag,Medium (1L),toptube,1,21,7,11,,packed,"Volume 0.8L / 1L; Size 21w x 7d x 8h cm (Small), 21w x 7d x 11h cm (Medium); Weight 110g / 125g","matches the stored values. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,,,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_medium_olive.jpg | https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_small_olive.jpg | https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_small_black.jpg | https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_medium_black.jpg,https://www.wizard.works/shop/go-go-top-tube-bag/
Wizard Works,Go-Go,Go-Go Long Top Tube Bag,Long (1.5L),toptube,1.5,31,7,11,,packed,Volume 1.5L; Size 31w x 7d x 11h cm; Weight 170g,"matches the stored values. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,,,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,3,https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_large_black.jpg | https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_large_olive.jpg | https://www.wizard.works/wp-content/uploads/2021/05/go_go_2025_large_rust.jpg,https://www.wizard.works/shop/go-go-long-top-tube-bag/
Wizard Works,Houdini,Teeny Houdini Saddle Bag,One Size (0.5L),saddlebag,0.5,16,7,9,,packed,Volume 0.5L; Size 16 x 9 x 7cm; Weight 75g,"matches the stored values. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,,,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,3,https://www.wizard.works/wp-content/uploads/2021/05/teeny_houdini_V2_splatter.jpg | https://www.wizard.works/wp-content/uploads/2021/05/teeny_houdini_V2_black.jpg | https://www.wizard.works/wp-content/uploads/2021/05/teeny_houdini_V2_olive.jpg,https://www.wizard.works/shop/teeny-houdini-saddle-bag/
Wizard Works,Alakazam,Alakazam Basket Bag,Wald 137,randobag,38,36,23,23.5,,unrolled,"Wald 137: Volume 9-38L (when fully unrolled), Size 36w x 23d x 13-48h cm, Weight 565g. Manivelle: Volume 11-49L (when fully unrolled), Size 39w x 27d x 11-47h cm, Weight 655g","the 13-48h cm range and the 9-38L volume are both quoted 'when fully unrolled'. Packed hgt = 13 + 0.3*(48-13) = 23.5 cm. The stored record used the 48 cm unrolled maximum, which rendered the bag roughly four times too tall. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",roll top with fast access flap,box,2,zippered water-resistant water-resistant,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,3,https://www.wizard.works/wp-content/uploads/2021/01/alakazam-2025-137-olive.jpg | https://www.wizard.works/wp-content/uploads/2021/01/alakazam-2025-manivelle-olive.jpg | https://www.wizard.works/wp-content/uploads/2021/01/alakazam-2025-137-black.jpg,https://www.wizard.works/shop/alakazam-basket-bag/
Wizard Works,Alakazam,Alakazam Basket Bag,Manivelle,randobag,49,39,27,21.8,,unrolled,"Wald 137: Volume 9-38L (when fully unrolled), Size 36w x 23d x 13-48h cm, Weight 565g. Manivelle: Volume 11-49L (when fully unrolled), Size 39w x 27d x 11-47h cm, Weight 655g","11-47h cm quoted 'when fully unrolled'; packed hgt = 11 + 0.3*(47-11) = 21.8 cm. The stored 47 cm was the unrolled maximum. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",roll top with fast access flap,box,2,zippered water-resistant water-resistant,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,3,https://www.wizard.works/wp-content/uploads/2021/01/alakazam-2025-137-olive.jpg | https://www.wizard.works/wp-content/uploads/2021/01/alakazam-2025-manivelle-olive.jpg | https://www.wizard.works/wp-content/uploads/2021/01/alakazam-2025-137-black.jpg,https://www.wizard.works/shop/alakazam-basket-bag/
Wizard Works,Badjelly,Badjelly Bar + Saddle Bag,Small (10L),barbag,10,29,17,24,,unknown,,"FALSE POSITIVE - barbag is the right primary. Genuinely dual-mount, but the bar side wins on hardware: the bag ships with 'Aluminium Bar attachment for rock solid stability' plus 'Voile Nano Straps and Foam Spacer pack included' - foam spacers exist only to push the bag off the stem bolts when bar-mounted. Saddle mounting needs hardware NOT in the box: Brooks-style saddle loops, aftermarket loops, or a Bagman QR bracket. The 2025 redesign is bar-optimised - 'tapering toward the front of the bag to provide more room for fingers and shifters on drop bars'. Retail copy leads with bars: 'equally at home on the bars or saddle'. Shape confirms barbag over barroll: the rear-view photo (badjelly-2025-medium-rear-view.jpg) shows a hardshell squared-off box with a slotted horizontal attachment bar and two vertical straps - a structured box, not a cylindrical roll.",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",rolltop,tapered,1,side side,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,0,,https://www.wizard.works/shop/badjelly-bar-saddle-bag/
Wizard Works,Badjelly,Badjelly Bar + Saddle Bag,Medium (15L),barbag,15,31,18,29,,unknown,,"FALSE POSITIVE - barbag is the right primary, same reasoning as the Small. Included hardware (aluminium bar attachment, Voile straps, foam stem-bolt spacers) is bar hardware; saddle mounting requires separately-bought saddle loops or a Bagman bracket. Product photos show a hardshell structured box that 'holds its shape whether empty or full', matching the barbag builder rather than barroll.",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",rolltop,tapered,1,side side,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,0,,https://www.wizard.works/shop/badjelly-bar-saddle-bag/
Wizard Works,Badjelly,Badjelly Bar + Saddle Bag,Large (19L),barbag,19,36,20,30,,unknown,,"FALSE POSITIVE - barbag is the right primary, same reasoning as the Small and Medium. At 19 L / 36 x 30 x 20 cm this is the largest size and the one least likely to be hung off a saddle without a dedicated bracket, which reinforces bars as the primary mount.",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",rolltop,tapered,1,side side,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,0,,https://www.wizard.works/shop/badjelly-bar-saddle-bag/
Wizard Works,Forres,Forres Full Frame Bag,Small,framebag_full,5,45,6,29,,packed,Volume 5L / 6.5L / 7.8L / 9.5L; Size 45 x 29 x 6 cm / 49 x 36 x 6 cm / 52 x 39 x 6 cm / 55 x 44 x 6 cm; Weight 310g / 360g / 400g / 450g,"matches the stored values on every size. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,full frame,0,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-large-splatter-1.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-small-black-1.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-medium-olive@1800x-50.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-large-tan@1280x-50-1.jpg,https://www.wizard.works/shop/forres-full-frame-bag/
Wizard Works,Forres,Forres Full Frame Bag,Medium,framebag_full,6.5,49,6,36,,packed,Volume 5L / 6.5L / 7.8L / 9.5L; Size 45 x 29 x 6 cm / 49 x 36 x 6 cm / 52 x 39 x 6 cm / 55 x 44 x 6 cm; Weight 310g / 360g / 400g / 450g,"matches the stored values on every size. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,full frame,0,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-large-splatter-1.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-small-black-1.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-medium-olive@1800x-50.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-large-tan@1280x-50-1.jpg,https://www.wizard.works/shop/forres-full-frame-bag/
Wizard Works,Forres,Forres Full Frame Bag,Large,framebag_full,7.8,52,6,39,,packed,Volume 5L / 6.5L / 7.8L / 9.5L; Size 45 x 29 x 6 cm / 49 x 36 x 6 cm / 52 x 39 x 6 cm / 55 x 44 x 6 cm; Weight 310g / 360g / 400g / 450g,"matches the stored values on every size. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,full frame,0,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-large-splatter-1.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-small-black-1.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-medium-olive@1800x-50.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-large-tan@1280x-50-1.jpg,https://www.wizard.works/shop/forres-full-frame-bag/
Wizard Works,Forres,Forres Full Frame Bag,XL,framebag_full,9.5,55,6,44,,packed,Volume 5L / 6.5L / 7.8L / 9.5L; Size 45 x 29 x 6 cm / 49 x 36 x 6 cm / 52 x 39 x 6 cm / 55 x 44 x 6 cm; Weight 310g / 360g / 400g / 450g,"matches the stored values on every size. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,full frame,0,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-large-splatter-1.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-small-black-1.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-medium-olive@1800x-50.jpg | https://www.wizard.works/wp-content/uploads/2024/07/forres-full-frame-bag-large-tan@1280x-50-1.jpg,https://www.wizard.works/shop/forres-full-frame-bag/
Wizard Works,Osyth,Osyth Frame Bag,Small,framebag_half,1.9,41,6,11,,packed,Volume 1.9L / 2.5L / 3.5L / 4.5L; Size 41 x 11 x 6cm / 45.5 x 12.5 x 6cm / 49 x 16 x 6cm / 51 x 20 x 6cm; Weight 170g / 195g / 235g / 255g,"matches the stored values on every size. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,half frame,0,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,3,https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_medium_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_small_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_medium_black@1280x-50.jpg,https://www.wizard.works/shop/osyth-frame-bag/
Wizard Works,Osyth,Osyth Frame Bag,Medium,framebag_half,2.5,45.5,6,12.5,,packed,Volume 1.9L / 2.5L / 3.5L / 4.5L; Size 41 x 11 x 6cm / 45.5 x 12.5 x 6cm / 49 x 16 x 6cm / 51 x 20 x 6cm; Weight 170g / 195g / 235g / 255g,"matches the stored values on every size. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,half frame,0,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,3,https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_medium_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_small_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_medium_black@1280x-50.jpg,https://www.wizard.works/shop/osyth-frame-bag/
Wizard Works,Osyth,Osyth Frame Bag,Large,framebag_half,3.5,49,6,16,,packed,Volume 1.9L / 2.5L / 3.5L / 4.5L; Size 41 x 11 x 6cm / 45.5 x 12.5 x 6cm / 49 x 16 x 6cm / 51 x 20 x 6cm; Weight 170g / 195g / 235g / 255g,"matches the stored values on every size. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,half frame,0,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,3,https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_medium_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_small_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_medium_black@1280x-50.jpg,https://www.wizard.works/shop/osyth-frame-bag/
Wizard Works,Osyth,Osyth Frame Bag,XL,framebag_half,4.5,51,6,20,,packed,Volume 1.9L / 2.5L / 3.5L / 4.5L; Size 41 x 11 x 6cm / 45.5 x 12.5 x 6cm / 49 x 16 x 6cm / 51 x 20 x 6cm; Weight 170g / 195g / 235g / 255g,"matches the stored values on every size. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,half frame,0,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,3,https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_medium_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_small_splatter@1280x-50.jpg | https://www.wizard.works/wp-content/uploads/2022/02/osyth_2025_medium_black@1280x-50.jpg,https://www.wizard.works/shop/osyth-frame-bag/
Wizard Works,Figwit,Figwit Cargo Cage Bag,One Size (4L),forkbag,4,,,27,15,packed,"Outer Dimensions 15D x 27H cm; Volume 4L; Weight 240g; Compatible Strap size 25"" Voile","matches the stored values. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",rolltop,cylinder,,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2024/04/figwit-2025-large-splatter@1280x-50-1.jpg | https://www.wizard.works/wp-content/uploads/2024/04/figwit-2025-large-Tan@1280x-50-1.jpg | https://www.wizard.works/wp-content/uploads/2024/04/figwit-2025-large-black@1280x-50-1.jpg | https://www.wizard.works/wp-content/uploads/2024/04/figwit-2025-large-olive@1280x-50.jpg,https://www.wizard.works/shop/figwit-cargo-cage-bag/
Wizard Works,Figwit,Figwit Cage Bag,One Size,forkbag,2.5,,,22,12,unknown,(the smaller Figwit has no SPECS table on its page - no dimensions or volume published),"unlike the Cargo Cage version, this page carries no spec table, so no dimensions or volume are published; dims left as stored. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",rolltop,cylinder,,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,1,https://www.wizard.works/wp-content/uploads/2024/04/figwit-2025-large-sideview@1280x-50.jpg,https://www.wizard.works/shop/figwit-cage-bag/
Wizard Works,Snagla,Snagla Hip-Pack + Bar Bag,One Size (3.5L),barbag,3.5,26,7.5,17.1,,unrolled,Volume 3.5L; Size 15-22h x 26w x 7.5d cm; Weight 310g,"height is given as a 15-22 cm range; packed hgt = 15 + 0.3*(22-15) = 17.1 cm. The stored record used the 22 cm maximum. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",rolltop,tapered,1,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2026/02/snagla_hip_pack_bar_bag_olive_gybg.jpg | https://www.wizard.works/wp-content/uploads/2026/02/snagla_hip_pack_bar_bag_black_gybg.jpg | https://www.wizard.works/wp-content/uploads/2026/02/snagla_hip_pack_bar_bag_tan_gybg1.jpg | https://www.wizard.works/wp-content/uploads/2026/02/snagla_hip_pack_bar_bag_detail_left_wing_gybg.jpg,https://www.wizard.works/shop/snagla-hip-pack-bar-bag/
Wizard Works,Leyline,Brompton X WW Leyline Front Bag,One Size (25L),randobag,25,40,23,33,,packed,"Volume 25L Main compartment, 2x 1.2L Side Pockets, 2x 1.5L Rear Pockets; Size 40 x 33 x 23 cm; Weight 1540g","matches the stored values. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",rolltop,box,1,1.2L 1.2L 1.5L 1.5L,1,,,3,Black #1c1c1e | Splatter #3a3a3c | Tan #b08a5e,4,https://www.wizard.works/wp-content/uploads/2025/10/brompton-x-wizard-works-leylines-front-bag-tan-1280.jpg | https://www.wizard.works/wp-content/uploads/2025/10/brompton-x-wizard-works-leylines-front-bag-black-1280.jpg | https://www.wizard.works/wp-content/uploads/2025/10/brompton-x-wizard-works-leylines-front-bag-splatter-1280.jpg | https://www.wizard.works/wp-content/uploads/2025/10/brompton-x-wizard-works-leylines-front-bag-tan-rear-1280.jpg,https://www.wizard.works/shop/brompton-leyline-front-bag/
Wizard Works,Custom Fit,Custom Fit Roll-Top Frame Bag,Custom,framebag_full,6,50,6,33,,unknown,"Volume ""Varies""; Size ""5 or 6cm width options""; Weight ""Varies""","made to measure from a customer template photo, so only the width is a catalogue figure: 5 or 6 cm. Panel len/hgt left as stored representative values. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",rolltop,wedge,0,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,2,https://www.wizard.works/wp-content/uploads/2026/06/custom-fit-roll-top-frame-bag-gybg-100.jpg | https://www.wizard.works/wp-content/uploads/2026/06/Bespoke-Rolltop-Framebag-labeled-2026-06-23-2048px-2.png,https://www.wizard.works/shop/custom-fit-roll-top-frame-bag/
Wizard Works,Custom Fit,Custom Fit Zip Frame Bag,Custom,framebag_full,6,50,6,33,,unknown,"Volume ""Varies""; Size ""5 or 6cm width options""; Weight ""Varies""","made to measure from a customer template photo; only the 5 or 6 cm width is a catalogue figure. Panel len/hgt left as stored representative values. wizard.works sits behind a Cloudflare challenge that 403s plain HTTP clients; read in a real browser session, specs taken verbatim from the page's SPECS tab",maker,,"Cordura / X50 nylon (matte woven, splatter-dye prints)",zippered,wedge,0,,1,,,4,Black #1c1c1e | Olive #565a3f | Splatter #3a3a3c | Tan #b08a5e,3,https://www.wizard.works/wp-content/uploads/2026/06/custom-fit-zip-frame-bag-full-double-v1-gybg-100.jpg | https://www.wizard.works/wp-content/uploads/2026/06/custom-fit-zip-frame-bag-full-single-v1-gybg-100.jpg | https://www.wizard.works/wp-content/uploads/2023/11/Bespoke-Frame-Bag-Patial-Product-Image-1536px-@2x-2.png,https://www.wizard.works/shop/custom-fit-zip-frame-bag/
